"ID","Title","URL","Date_Published"
"500 error","County Estimates of Compensation by Industry, 2003–2005","http://bea.gov/newsreleases/regional/lapi/2006/lapi1206.htm",12/29/06
"500 error","Personal Income and Outlays: November 2006","http://bea.gov/newsreleases/national/pi/2006/pi1106.htm",12/22/06
"500 error","Gross Domestic Product: Third Quarter 2006 &qout;final&qout; estimates","http://bea.gov/newsreleases/national/gdp/2006/gdp306f.htm",12/21/06
"500 error","State Personal Income: Third Quarter 2006","http://bea.gov/newsreleases/regional/spi/2006/spi1206.htm",12/20/06
"500 error","U.S. International Transactions: Third Quarter 2006","http://bea.gov/newsreleases/international/transactions/2006/trans306.htm",12/18/06
"500 error","Tourism Satellite Accounts, Third Quarter 2006","http://bea.gov/newsreleases/industry/tourism/2006/tour306.htm",12/14/06
"500 error","U.S. International Trade in Goods and Services, October 2006","http://bea.gov/newsreleases/international/trade/2006/trad1006.htm",12/12/06
"500 error","Revised Estimates of Gross Domestic Product (GDP) by Industry, 2003-2005","http://bea.gov/newsreleases/industry/gdpindustry/2006/gdpind05_rev.htm",12/11/06
"06-52","Personal Income and Outlays: October 2006","http://bea.gov/newsreleases/national/pi/2006/pi1006.htm",11/30/06
"500 error","Gross Domestic Product: Third Quarter 2006 &qout;preliminary&qout; estimates","http://bea.gov/newsreleases/national/gdp/2006/gdp306p.htm",11/29/06
"500 error","U.S. International Trade in Goods and Services: September 2006","http://bea.gov/newsreleases/international/trade/2006/trad0906.htm",11/09/06
"500 error","Personal Income and Outlays, September 2006","http://bea.gov/newsreleases/national/pi/2006/pi0906.htm",10/30/06
"500 error","Gross Domestic Product: Third Quarter 2006 &qout;advance&qout; estimates","http://bea.gov/newsreleases/national/gdp/2006/gdp306a.htm",10/27/06
"500 error","Advance Estimates of Gross Domestic Product by State for 2005 by NAICS Sector (formerly GSP)","http://bea.gov/newsreleases/regional/gdp_state/2006/gsp1006.htm",10/26/06
"500 error","U.S. International Trade in Goods and Services, August 2006","http://bea.gov/newsreleases/international/trade/2006/trad0806.htm",10/12/06
"500 error","Personal Income and Outlays, August 2006","http://bea.gov/newsreleases/national/pi/2006/pi0806.htm",09/29/06
"500 error","Gross Domestic Product and Corporate Profits: Second Quarter 2006 &qout;final&qout; estimates","http://bea.gov/newsreleases/national/gdp/2006/gdp206f.htm",09/28/06
"500 error","Research and Development Satellite Account","http://bea.gov/newsreleases/general/rd/2006/rdspend06.htm",09/28/06
"500 error","State Quarterly personal Income, 1st quarter 2003-2nd quarter 2006; Revised State Personal Income, 2003-2005","http://bea.gov/newsreleases/regional/spi/2006/spi0906.htm",09/26/06
"500 error","Tourism Satellite Accounts, Second Quarter 2006","http://bea.gov/newsreleases/industry/tourism/2006/tour206.htm",09/20/06
"500 error","U.S. International Transactions: Second Quarter 2006","http://bea.gov/newsreleases/international/transactions/2006/trans206.htm",09/18/06
"500 error","U.S. International Trade in Goods and Services: July 2006","http://bea.gov/newsreleases/international/trade/2006/trad0706.htm",09/12/06
"500 error","Personal Income for Metropolitan Areas, 2005","http://bea.gov/newsreleases/regional/lapi/2006/mpi0906.htm",09/06/06
"500 error","Personal Income and Outlays, July 2006","http://bea.gov/newsreleases/national/pi/2006/pi0706.htm",08/31/06
"500 error","Gross Domestic Product and Corporate Profits, 2nd quarter 2006 (preliminary)","http://bea.gov/newsreleases/national/gdp/2006/gdp206p.htm",08/30/06
"500 error","Personal Income and Outlays, June 2006","http://bea.gov/newsreleases/national/pi/2006/pi0606.htm",08/01/06
"500 error","Gross Domestic Product, 2nd quarter 2006 (advance)","http://bea.gov/newsreleases/national/gdp/2006/gdp206a.htm",07/28/06
"500 error","U.S. International Trade in Goods and Services, May 2006","http://bea.gov/newsreleases/international/trade/2006/trad0506.htm",07/12/06
"500 error","Personal Income and Outlays, May 2006","http://bea.gov/newsreleases/national/pi/2006/pi0506.htm",06/30/06
"500 error","Gross Domestic Product and Corporate Profits: First Quarter 2006 &qout;final&qout; estimates","http://bea.gov/newsreleases/national/gdp/2006/gdp106f.htm",06/29/06
"500 error","U.S. International Investment Position, 2005","http://bea.gov/newsreleases/international/intinv/2006/intinv05.htm",06/29/06
"500 error","State Quarterly Personal Income, 1st quarter 2005-First quarter 2006","http://bea.gov/newsreleases/regional/spi/2006/spi0606.htm",06/22/06
"500 error","U.S. International Transactions: First Quarter 2006","http://bea.gov/newsreleases/international/transactions/2006/trans106.htm",06/16/06
"500 error","U.S. International Trade in Goods and Services: April 2006","http://bea.gov/newsreleases/international/trade/2006/trad0406.htm",06/09/06
"500 error","U.S. International Trade in Goods and Services: Annual Revision for 2005","http://bea.gov/newsreleases/international/trade/2006/trad1306.htm",06/09/06
"500 error","Tourism Satellite Accounts, First Quarter 2006","http://bea.gov/newsreleases/industry/tourism/2006/tour106.htm",06/07/06
"500 error","Advance 2005 and Revised 1998-2004 Gross State Product (GSP) Estimates","http://bea.gov/newsreleases/regional/gdp_state/2006/gsp0606.htm",06/06/06
"500 error","Foreign Investors' Spending to Acquire or Establish U.S. Businesses, 2005 [6/1/06]","http://bea.gov/newsreleases/international/fdi/2006/fdi05.htm",06/01/06
"500 error","Personal Income and Outlays, April 2006","http://bea.gov/newsreleases/national/pi/2006/pi0406.htm",05/26/06
"500 error","Gross Domestic Product and Corporate Profits: First Quarter 2006 &qout;preliminary&qout; estimates","http://bea.gov/newsreleases/national/gdp/2006/gdp106p.htm",05/25/06
"500 error","U.S. International Trade in Goods and Services: March 2006","http://bea.gov/newsreleases/international/trade/2006/trad0306.htm",05/12/06
"500 error","Personal Income and Outlays, March 2006","http://bea.gov/newsreleases/national/pi/2006/pi0306.htm",05/01/06
"500 error","Gross Domestic Product: First Quarter 2006 &qout;advance&qout; estimates","http://bea.gov/newsreleases/national/gdp/2006/gdp106a.htm",04/28/06
"500 error","Gross Domestic Product by Industry","http://bea.gov/newsreleases/industry/gdpindustry/2006/gdpind05.htm",04/27/06
"500 error","Local Area Personal Income, 2002-2004","http://bea.gov/newsreleases/regional/lapi/2006/mpi0406.htm",04/25/06
"500 error","Summary Estimates for Multinational Companies: Employment, Sales, and Capital Expenditures for 2004","http://bea.gov/newsreleases/international/mnc/2006/mnc2004.htm",04/20/06
"500 error","U.S. International Trade in Goods and Services: February 2006","http://bea.gov/newsreleases/international/trade/2006/trad0206.htm",04/12/06
"500 error","Personal Income and Outlays, February 2006","http://bea.gov/newsreleases/national/pi/2006/pi0206.htm",03/31/06
"500 error","Gross Domestic Product and Corporate Profits: Fourth Quarter 2005 &qout;final&qout; estimates","http://bea.gov/newsreleases/national/gdp/2006/gdp405f.htm",03/30/06
"06-10","State Quarterly Personal Income, 1st quarter 2002-4th quarter 2005; State Annual Personal Income, 2005 (preliminary)","http://bea.gov/newsreleases/regional/spi/2006/spi0306.htm",03/28/06
"500 error","Tourism Satellite Accounts: Fourth Quarter 2005","http://bea.gov/newsreleases/industry/tourism/2006/tour405.htm",03/20/06
"N/A","BEA Launches New FAQ Database","http://bea.gov/newsreleases/general/FAQdatabase.htm",03/16/06
"06-08","U.S. International Transactions: Fourth Quarter 2005","http://bea.gov/newsreleases/international/transactions/2005/trans405.htm",03/14/06
"500 error","U.S. International Trade in Goods and Services: January 2006","http://bea.gov/newsreleases/international/trade/2006/trad0106.htm",03/09/06
"500 error","Personal Income and Outlays, January 2006","http://bea.gov/newsreleases/national/pi/2006/pi0106.htm",03/01/06
"500 error","Gross Domestic Product: Fourth Quarter 2005 &qout;preliminary&qout; estimates","http://bea.gov/newsreleases/national/gdp/2006/gdp405p.htm",02/28/06
"500 error","U.S. International Trade in Goods and Services: December 2005","http://bea.gov/newsreleases/international/trade/2006/trad1205.htm",02/10/06
"500 error","Personal Income and Outlays, December 2005","http://bea.gov/newsreleases/national/pi/2006/pi1205.htm",01/30/06
"500 error","Gross Domestic Product: Fourth Quarter 2005 &qout;advance&qout; estimates","http://bea.gov/newsreleases/national/gdp/2006/gdp405a.htm",01/27/06
"500 error","U.S. International Trade in Goods and Services: November 2005","http://bea.gov/newsreleases/international/trade/2006/trad1105.htm",01/12/06
"05-59","County Estimates of Compensation by Industry, 2002-2004","http://bea.gov/newsreleases/regional/lapi/2005/lapi1205.htm",12/30/05
"05-58","Personal Income and Outlays, November 2005","http://bea.gov/newsreleases/national/pi/2005/pi1105.htm",12/22/05
"05-57","Gross Domestic Product and Corporate Profits: Third Quarter 2005 &qout;final&qout; estimates","http://bea.gov/newsreleases/national/gdp/2005/gdp305f.htm",12/21/05
"05-56","State Personal Income, 3rd quarter 2005","http://bea.gov/newsreleases/regional/spi/2005/spi1205.htm",12/20/05
"500 Error","Tourism Satellite Accounts, Third Quarter 2005","http://bea.gov/newsreleases/industry/tourism/2005/tour305.htm",12/19/05
"05-54","U.S. International Transactions: Third Quarter 2005","http://bea.gov/newsreleases/international/transactions/2005/trans305.htm",12/16/05
"500 Error","Revised Estimates of Gross Domestic Product by Industry, 2002-2004","http://bea.gov/newsreleases/industry/gdpindustry/2005/gdpind04_rev.htm",12/15/05
"500 Error","U.S. International Trade in Goods and Services: October 2005","http://bea.gov/newsreleases/international/trade/2005/trad1005.htm",12/14/05
"05-51","Personal Income and Outlays, October 2005","http://bea.gov/newsreleases/national/pi/2005/pi1005.htm",12/01/05
"05-50","Gross Domestic Product: Third Quarter 2005 &qout;preliminary&qout; estimates","http://bea.gov/newsreleases/national/gdp/2005/gdp305p.htm",11/30/05
"500 Error","U.S. International Trade in Goods and Services: September 2005","http://bea.gov/newsreleases/international/trade/2005/trad0905.htm",11/10/05
"05-48","Personal Income and Outlays, September 2005","http://bea.gov/newsreleases/national/pi/2005/pi0905.htm",10/31/05
"05-47","Gross Domestic Product: Third Quarter 2005 &qout;advance&qout; estimates; technical note; highlights","http://bea.gov/newsreleases/national/gdp/2005/gdp305a.htm",10/28/05
"500 Error","Accelerated Estimates of Gross State Product (GSP) by Industry for 2004","http://bea.gov/newsreleases/regional/gdp_state/2005/gsp1005.htm",10/26/05
"05-40","U.S. International Trade in Goods and Services: August 2005","http://bea.gov/newsreleases/international/trade/2005/trad0805.htm",10/13/05
"05-44","Personal Income and Outlays, August 2005","http://bea.gov/newsreleases/national/pi/2005/pi0805.htm",09/30/05
"05-43","Gross Domestic Product and Corporate Profits: Second Quarter 2005 &qout;final&qout; estimates","http://bea.gov/newsreleases/national/gdp/2005/gdp205f.htm",09/29/05
"05-42","State Personal Income: Second Quarter 2005, and Revised State Personal Income, 2002-2004","http://bea.gov/newsreleases/regional/spi/2005/spi0905.htm",09/28/05
"05-41","U.S. International Transactions: Second Quarter 2005","http://bea.gov/newsreleases/international/transactions/2005/trans205.htm",09/16/05
"05-40","U.S. International Trade in Goods and Services: July 2005; information","http://bea.gov/newsreleases/international/trade/2005/trad0705.htm",09/13/05
"05-39","Tourism Satellite Accounts, Second Quarter 2005","http://bea.gov/newsreleases/industry/tourism/2005/tour205.htm",09/08/05
"05-38","Personal Income and Outlays, July 2005","http://bea.gov/newsreleases/national/pi/2005/pi0705.htm",09/01/05
"05-37","Gross Domestic Product and Corporate Profits: Second Quarter 2005 &qout;preliminary&qout; estimates","http://bea.gov/newsreleases/national/gdp/2005/gdp205p.htm",08/31/05
"05-36","U.S. International Trade in Goods and Services: June 2005","http://bea.gov/newsreleases/international/trade/2005/trad0605.htm",08/12/05
"05-35","Personal Income and Outlays, June 2005","http://bea.gov/newsreleases/national/pi/2005/pi0605.htm",08/02/05
"05-34","Gross Domestic Product: Second Quarter 2005 &qout;advance&qout; estimates","http://bea.gov/newsreleases/national/gdp/2005/gdp205a.htm",07/29/05
"05-33","U.S. International Trade in Goods and Services: May 2005","http://bea.gov/newsreleases/international/trade/2005/trad0505.htm",07/13/05
"05-31","U.S. Net International Investment Position at Yearend, 2004","http://bea.gov/newsreleases/international/intinv/2005/intinv04.htm",06/30/05
"05-32","Personal Income and Outlays, May 2005","http://bea.gov/newsreleases/national/pi/2005/pi0505.htm",06/30/05
"05-30","Gross Domestic Product and Corporate Profits: First Quarter 2005 &qout;final&qout; estimates","http://bea.gov/newsreleases/national/gdp/2005/gdp105f.htm",06/29/05
"500 error","Gross State Product (GSP) by Industry, 2001-2003 and Accelerated Total GSP for 2004","http://bea.gov/newsreleases/regional/gdp_state/2005/gsp0605.htm",06/23/05
"05-28","State Personal Income: First Quarter 2005","http://bea.gov/newsreleases/regional/spi/2005/spi0605.htm",06/22/05
"05-27","U.S. International Transactions: First Quarter 2005","http://bea.gov/newsreleases/international/transactions/2005/trans105.htm",06/17/05
"05-25","U.S. International Trade in Goods and Services: April 2005","http://bea.gov/newsreleases/international/trade/2005/trad0405.htm",06/10/05
"05-26","U.S. International Trade in Goods and Services: Annual Revision for 2004","http://bea.gov/newsreleases/international/trade/2005/trad1305.htm",06/10/05
"05-24","Tourism Satellite Accounts, First Quarter 2005","http://bea.gov/newsreleases/industry/tourism/2005/tour105.htm",06/09/05
"05-23","Foreign Investors' Spending to Acquire or Establish U.S. Businesses, 2004","http://bea.gov/newsreleases/international/fdi/2005/fdi04.htm",06/01/05
"05-22","Personal Income and Outlays, April 2005","http://bea.gov/newsreleases/national/pi/2005/pi0405.htm",05/27/05
"05-21","Gross Domestic Product and Corporate Profits: First Quarter 2005 &qout;preliminary&qout; estimates","http://bea.gov/newsreleases/national/gdp/2005/gdp105p.htm",05/26/05
"05-20","U.S. International Trade in Goods and Services: March 2005","http://bea.gov/newsreleases/international/trade/2005/trad0305.htm",05/11/05
"05-19","Personal Income and Outlays, March 2005","http://bea.gov/newsreleases/national/pi/2005/pi0305.htm",04/29/05
"05-18","Gross Domestic Product: First Quarter 2005 &qout;advance&qout; estimates","http://bea.gov/newsreleases/national/gdp/2005/gdp105a.htm",04/28/05
"05-17","Local Area Personal Income, 2001-2003","http://bea.gov/newsreleases/regional/lapi/2005/mpi0405.htm",04/27/05
"05-16","Gross Domestic Product by Industry, 2004","http://bea.gov/newsreleases/industry/gdpindustry/2005/gdpind04.htm",04/20/05
"05-15","Summary Estimates for Multinational Companies: Employment, Sales, and Capital Expenditures for 2003","http://bea.gov/newsreleases/international/mnc/2005/mnc2003.htm",04/19/05
"05-14","U.S. International Trade in Goods and Services: February 2005","http://bea.gov/newsreleases/international/trade/2005/trad0205.htm",04/12/05
"05-13","Personal Income and Outlays, February 2005","http://bea.gov/newsreleases/national/pi/2005/pi0205.htm",03/31/05
"05-12","Gross Domestic Product and Corporate Profits: Fourth Quarter 2004 &qout;final&qout; estimates","http://bea.gov/newsreleases/national/gdp/2005/gdp404f.htm",03/30/05
"05-11","State Personal Income: Fourth Quarter 2004 and State Per Capita Income, 2004 and revisions","http://bea.gov/newsreleases/regional/spi/2005/spi0305.htm",03/28/05
"05-10","U.S. International Transactions: Fourth Quarter and Year 2004","http://bea.gov/newsreleases/international/transactions/2005/trans404.htm",03/16/05
"05-09","Tourism Satellite Accounts, Fourth Quarter 2004","http://bea.gov/newsreleases/industry/tourism/2005/tour404.htm",03/14/05
"05-08","U.S. International Trade in Goods and Services: January 2005","http://bea.gov/newsreleases/international/trade/2005/trad0105.htm",03/11/05
"05-07","Personal Income and Outlays, January 2005","http://bea.gov/newsreleases/national/pi/2005/pi0105.htm",02/28/05
"05-06","Gross Domestic Product: Fourth Quarter 2004 &qout;preliminary&qout; estimates","http://bea.gov/newsreleases/national/gdp/2005/gdp404p.htm",02/25/05
"05-05","U.S. International Trade in Goods and Services: December 2004","http://bea.gov/newsreleases/international/trade/2005/trad1204.htm",02/10/05
"05-04","Personal Income and Outlays, December 2004","http://bea.gov/newsreleases/national/pi/2005/pi1204.htm",01/31/05
"05-03","Gross Domestic Product: Fourth Quarter 2004 &qout;advance&qout; estimates","http://bea.gov/newsreleases/national/gdp/2005/gdp404a.htm",01/28/05
"500 error","County Estimates of Compensation by Industry: 1998-2003","http://bea.gov/newsreleases/regional/lapi/2005/lapi0105.htm",01/27/05
"05-01","U.S. International Trade in Goods and Services: November 2004","http://bea.gov/newsreleases/international/trade/2005/trad1104.htm",01/12/05
